Model,Run,Pathology,Validation AUC,Test AUC
efficientnet_b6,4,Effusion,0.7273936170212766,0.5905263157894737
efficientnet_b6,4,Emphysema,0.49435897435897436,0.43076923076923085
efficientnet_b6,4,Fibrosis,0.4072134962187318,0.6931216931216931
efficientnet_b6,4,Hernia,,0.49746192893401014
efficientnet_b6,4,Infiltration,0.5086111111111111,0.5182362547632009
efficientnet_b6,4,Mass,0.6031746031746033,0.42708333333333337
efficientnet_b6,4,Nodule,0.6210214655810511,0.5652806048269845
efficientnet_b6,4,Pleural_Thickening,0.47076239822353816,0.5073260073260073
efficientnet_b6,4,Pneumonia,0.297979797979798,0.5618489583333334
efficientnet_b6,4,Pneumothorax,0.4217171717171717,0.6823979591836735
efficientnet_b6,5,Atelectasis,0.6359522830111065,0.6972599095504124
efficientnet_b6,5,Cardiomegaly,0.7889473684210526,0.7066007560337307
efficientnet_b6,5,Consolidation,0.6767676767676768,0.6204427083333334
efficientnet_b6,5,Edema,0.5378787878787878,0.542713567839196
efficientnet_b6,5,Effusion,0.6458333333333334,0.668421052631579
efficientnet_b6,5,Emphysema,0.5558974358974359,0.5928205128205128
efficientnet_b6,5,Fibrosis,0.5543920884235021,0.5305435305435305
efficientnet_b6,5,Hernia,,0.6057529610829102
efficientnet_b6,5,Infiltration,0.5327777777777778,0.499001996007984
efficientnet_b6,5,Mass,0.5555555555555556,0.6380208333333334
efficientnet_b6,5,Nodule,0.5321983715766099,0.38819424251235823
efficientnet_b6,5,Pleural_Thickening,0.4485566247224278,0.524114774114774
efficientnet_b6,5,Pneumonia,0.6717171717171717,0.6158854166666667
efficientnet_b6,5,Pneumothorax,0.4797979797979798,0.5612244897959183
efficientnet_b5,5,Atelectasis,0.5939942410530645,0.5985634477254589
efficientnet_b5,5,Cardiomegaly,0.5289473684210526,0.6606571677813318
efficientnet_b5,5,Consolidation,0.8156565656565656,0.5963541666666667
efficientnet_b5,5,Edema,0.8914141414141414,0.7989949748743719
efficientnet_b5,5,Effusion,0.7327127659574468,0.5894736842105264
efficientnet_b5,5,Emphysema,0.47794871794871796,0.5169230769230769
efficientnet_b5,5,Fibrosis,0.5177428737638162,0.443001443001443
efficientnet_b5,5,Hernia,,0.43485617597292725
efficientnet_b5,5,Infiltration,0.6127777777777779,0.49646162221012513
efficientnet_b5,5,Mass,0.6180856180856181,0.49544270833333337
efficientnet_b5,5,Nodule,0.4907475943745373,0.4856062808956092
efficientnet_b5,5,Pleural_Thickening,0.5455218356772761,0.4285714285714286
efficientnet_b5,5,Pneumonia,0.47979797979797983,0.501953125
efficientnet_b5,5,Pneumothorax,0.5505050505050505,0.7397959183673469
efficientnet_b7,1,Atelectasis,0.5919374742904155,0.6081404628890663
efficientnet_b7,1,Cardiomegaly,0.5294736842105263,0.5545216632742076
efficientnet_b7,1,Consolidation,0.8232323232323232,0.6451822916666666
efficientnet_b7,1,Edema,0.5353535353535354,0.8894472361809045
efficientnet_b7,1,Effusion,0.5975177304964538,0.6836842105263158
efficientnet_b7,1,Emphysema,0.4523076923076923,0.5097435897435898
efficientnet_b7,1,Fibrosis,0.5613728912158231,0.594035594035594
efficientnet_b7,1,Hernia,,0.4906937394247039
efficientnet_b7,1,Infiltration,0.5530555555555555,0.534385773906732
efficientnet_b7,1,Mass,0.5074555074555075,0.359375
efficientnet_b7,1,Nodule,0.4196891191709844,0.4774643791799942
efficientnet_b7,1,Pleural_Thickening,0.5632864544781644,0.38369963369963367
efficientnet_b7,1,Pneumonia,0.7095959595959596,0.6022135416666666
efficientnet_b7,1,Pneumothorax,0.6136363636363636,0.4732142857142857
efficientnet_b7,2,Atelectasis,0.6178527354997942,0.5780792764032987
efficientnet_b7,2,Cardiomegaly,0.5773684210526315,0.6661820296597848
efficientnet_b7,2,Consolidation,0.8181818181818181,0.7200520833333333
efficientnet_b7,2,Edema,0.5808080808080808,0.9195979899497487
efficientnet_b7,2,Effusion,0.712322695035461,0.6663157894736842
efficientnet_b7,2,Emphysema,0.3630769230769231,0.5507692307692308
efficientnet_b7,2,Fibrosis,0.5212332751599767,0.5935545935545936
efficientnet_b7,2,Hernia,,0.7309644670050761
efficientnet_b7,2,Infiltration,0.565,0.5244057339865723
efficientnet_b7,2,Mass,0.6772486772486773,0.4733072916666667
efficientnet_b7,2,Nodule,0.4248704663212435,0.4745565571387031
efficientnet_b7,2,Pleural_Thickening,0.4907475943745374,0.45115995115995117
efficientnet_b7,2,Pneumonia,0.5328282828282829,0.6009114583333334
efficientnet_b7,2,Pneumothorax,0.4267676767676768,0.5867346938775511
efficientnet_b6,1,Atelectasis,0.6622788975730152,0.5751529662144187
efficientnet_b6,1,Cardiomegaly,0.5421052631578948,0.6914800814190172
efficientnet_b6,1,Consolidation,0.9090909090909091,0.587890625
efficientnet_b6,1,Edema,0.8661616161616161,0.6080402010050252
efficientnet_b6,1,Effusion,0.6879432624113475,0.6510526315789473
efficientnet_b6,1,Emphysema,0.6041025641025641,0.3087179487179487
efficientnet_b6,1,Fibrosis,0.3600930773705643,0.45743145743145747
efficientnet_b6,1,Hernia,,0.4906937394247039
efficientnet_b6,1,Infiltration,0.5380555555555555,0.5926329159862094
efficientnet_b6,1,Mass,0.7724867724867726,0.3990885416666667
efficientnet_b6,1,Nodule,0.536639526276832,0.4649607444024425
efficientnet_b6,1,Pleural_Thickening,0.4937083641746854,0.4267399267399267
efficientnet_b6,1,Pneumonia,0.7222222222222221,0.490234375
efficientnet_b6,1,Pneumothorax,0.8686868686868687,0.5803571428571429
efficientnet_b7,3,Atelectasis,0.5680789798436857,0.6238361266294228
efficientnet_b7,3,Cardiomegaly,0.44789473684210523,0.5132305902878743
efficientnet_b7,3,Consolidation,0.553030303030303,0.5748697916666667
efficientnet_b7,3,Edema,0.8585858585858586,0.09547738693467334
efficientnet_b7,3,Effusion,0.7318262411347518,0.5705263157894737
efficientnet_b7,3,Emphysema,0.44000000000000006,0.4
efficientnet_b7,3,Fibrosis,0.5671902268760907,0.6517556517556519
efficientnet_b7,3,Hernia,,0.5854483925549916
efficientnet_b7,3,Infiltration,0.6025,0.5222282707312647
efficientnet_b7,3,Mass,0.4858104858104858,0.4720052083333333
efficientnet_b7,3,Nodule,0.48482605477424134,0.4914219249781913
efficientnet_b7,3,Pleural_Thickening,0.544041450777202,0.4105616605616606
efficientnet_b7,3,Pneumonia,0.2373737373737374,0.5338541666666666
efficientnet_b7,3,Pneumothorax,0.34595959595959597,0.7448979591836734
resnet101,1,Atelectasis,0.6499382969971206,0.633147113594041
resnet101,1,Cardiomegaly,0.7905263157894737,0.7714451875545216
resnet101,1,Consolidation,0.8207070707070707,0.6803385416666667
resnet101,1,Edema,0.6691919191919191,0.778894472361809
resnet101,1,Effusion,0.7699468085106382,0.7194736842105263
resnet101,1,Emphysema,0.5805128205128205,0.4030769230769231
resnet101,1,Fibrosis,0.49505526468877253,0.4949494949494949
resnet101,1,Hernia,,0.5803722504230119
resnet101,1,Infiltration,0.5877777777777777,0.5750317546724732
resnet101,1,Mass,0.5632515632515633,0.5592447916666666
resnet101,1,Nodule,0.4270910436713546,0.4981099156731608
resnet101,1,Pleural_Thickening,0.46113989637305697,0.5103785103785103
resnet101,1,Pneumonia,0.5429292929292929,0.58203125
resnet101,1,Pneumothorax,0.4823232323232323,0.7066326530612245
resnet101,2,Atelectasis,0.590703414232826,0.7145517424847033
resnet101,2,Cardiomegaly,0.7763157894736842,0.6900261703983717
resnet101,2,Consolidation,0.6616161616161615,0.5455729166666667
resnet101,2,Edema,0.6994949494949495,0.26633165829145733
resnet101,2,Effusion,0.7814716312056738,0.5731578947368421
resnet101,2,Emphysema,0.5405128205128205,0.5056410256410256
resnet101,2,Fibrosis,0.5392670157068062,0.506012506012506
resnet101,2,Hernia,,0.7411167512690355
resnet101,2,Infiltration,0.6316666666666666,0.5274904735982581
resnet101,2,Mass,0.5911495911495911,0.6569010416666666
resnet101,2,Nodule,0.5788304959289415,0.341378307647572
resnet101,2,Pleural_Thickening,0.5751295336787565,0.3705738705738706
resnet101,2,Pneumonia,0.595959595959596,0.46354166666666663
resnet101,2,Pneumothorax,0.6691919191919192,0.7487244897959184
resnet101,3,Atelectasis,0.609214315096668,0.6658685820696993
resnet101,3,Cardiomegaly,0.7100000000000001,0.7679558011049723
resnet101,3,Consolidation,0.8055555555555556,0.6959635416666666
resnet101,3,Edema,0.5303030303030303,0.6281407035175879
resnet101,3,Effusion,0.8018617021276595,0.5621052631578947
resnet101,3,Emphysema,0.4276923076923077,0.44615384615384623
resnet101,3,Fibrosis,0.46015125072716695,0.6171236171236172
resnet101,3,Hernia,,0.7969543147208121
resnet101,3,Infiltration,0.4847222222222222,0.5737615677735438
resnet101,3,Mass,0.7926887926887927,0.677734375
resnet101,3,Nodule,0.5632864544781644,0.47077638848502473
resnet101,3,Pleural_Thickening,0.6402664692820133,0.442002442002442
resnet101,3,Pneumonia,0.3232323232323232,0.6848958333333334
resnet101,3,Pneumothorax,0.5227272727272727,0.6696428571428572
resnet101,4,Atelectasis,0.6108597285067873,0.5977653631284916
resnet101,4,Cardiomegaly,0.6557894736842105,0.6818842686827565
resnet101,4,Consolidation,0.8131313131313131,0.55859375
resnet101,4,Edema,0.595959595959596,0.7738693467336684
resnet101,4,Effusion,0.6972517730496454,0.491578947368421
resnet101,4,Emphysema,0.6153846153846154,0.44
resnet101,4,Fibrosis,0.5509016870273414,0.4920634920634921
resnet101,4,Hernia,,0.5752961082910322
resnet101,4,Infiltration,0.5891666666666667,0.5998911268372347
resnet101,4,Mass,0.6137566137566137,0.5768229166666666
resnet101,4,Nodule,0.5551443375277572,0.40360569933120094
resnet101,4,Pleural_Thickening,0.44485566247224284,0.39957264957264954
resnet101,4,Pneumonia,0.5252525252525252,0.41015625
resnet101,4,Pneumothorax,0.6792929292929293,0.7895408163265307
resnet101,5,Atelectasis,0.6129164952694365,0.6499068901303537
resnet101,5,Cardiomegaly,0.73,0.7109624890956673
resnet101,5,Consolidation,0.8686868686868686,0.5305989583333334
resnet101,5,Edema,0.8535353535353536,0.3316582914572864
resnet101,5,Effusion,0.8204787234042553,0.7257894736842105
resnet101,5,Emphysema,0.5066666666666666,0.26871794871794874
resnet101,5,Fibrosis,0.4886561954624782,0.6238576238576239
resnet101,5,Hernia,,0.9255499153976311
resnet101,5,Infiltration,0.6033333333333333,0.544728724369443
resnet101,5,Mass,0.6402116402116402,0.7272135416666666
resnet101,5,Nodule,0.533678756476684,0.43588252398953187
resnet101,5,Pleural_Thickening,0.5951147298297557,0.47527472527472525
resnet101,5,Pneumonia,0.6767676767676767,0.421875
resnet101,5,Pneumothorax,0.7196969696969697,0.8035714285714286
resnet152,1,Atelectasis,0.6886055121349239,0.6288906624102155
resnet152,1,Cardiomegaly,0.6905263157894737,0.6583309101482989
resnet152,1,Consolidation,0.6691919191919191,0.6217447916666667
resnet152,1,Edema,0.845959595959596,0.2562814070351759
resnet152,1,Effusion,0.7402482269503546,0.6063157894736841
resnet152,1,Emphysema,0.4287179487179487,0.5620512820512821
resnet152,1,Fibrosis,0.5782431646305992,0.49543049543049544
resnet152,1,Hernia,,0.5685279187817258
resnet152,1,Infiltration,0.6308333333333334,0.5376519687896933
resnet152,1,Mass,0.47763347763347763,0.4583333333333333
resnet152,1,Nodule,0.4692820133234641,0.5859261413201512
resnet152,1,Pleural_Thickening,0.3508512213175426,0.5216727716727717
resnet152,1,Pneumonia,0.6136363636363636,0.48828125000000006
resnet152,1,Pneumothorax,0.46464646464646464,0.5701530612244898
resnet152,2,Atelectasis,0.5915261209378856,0.5735567970204842
resnet152,2,Cardiomegaly,0.7410526315789475,0.7138703111369584
resnet152,2,Consolidation,0.8914141414141414,0.6002604166666666
resnet152,2,Edema,0.6085858585858587,0.44221105527638194
resnet152,2,Effusion,0.7446808510638299,0.6205263157894737
resnet152,2,Emphysema,0.5476923076923077,0.5651282051282052
resnet152,2,Fibrosis,0.5561372891215823,0.5637325637325638
resnet152,2,Hernia,,0.5905245346869712
resnet152,2,Infiltration,0.6255555555555556,0.5988023952095809
resnet152,2,Mass,0.5983645983645984,0.5305989583333333
resnet152,2,Nodule,0.535899333826795,0.5077057284094213
resnet152,2,Pleural_Thickening,0.46039970392302,0.49267399267399264
resnet152,2,Pneumonia,0.5,0.513671875
resnet152,2,Pneumothorax,0.547979797979798,0.6339285714285715
resnet152,3,Atelectasis,0.5915261209378857,0.6209098164405427
resnet152,3,Cardiomegaly,0.6910526315789474,0.6722884559464961
resnet152,3,Consolidation,0.6590909090909092,0.40690104166666663
resnet152,3,Edema,0.5429292929292929,0.01005025125628145
resnet152,3,Effusion,0.7712765957446809,0.6573684210526315
resnet152,3,Emphysema,0.36,0.48923076923076925
resnet152,3,Fibrosis,0.571262361838278,0.6084656084656085
resnet152,3,Hernia,,0.7884940778341794
resnet152,3,Infiltration,0.6922222222222223,0.5583378697151152
resnet152,3,Mass,0.5367965367965368,0.5735677083333333
resnet152,3,Nodule,0.464840858623242,0.4341378307647572
resnet152,3,Pleural_Thickening,0.7387120651369357,0.5262515262515263
resnet152,3,Pneumonia,0.2777777777777778,0.5130208333333334
resnet152,3,Pneumothorax,0.48484848484848486,0.6122448979591837
resnet152,4,Atelectasis,0.6548745372274785,0.6541633413141793
resnet152,4,Cardiomegaly,0.5668421052631579,0.7278278569351555
resnet152,4,Consolidation,0.8636363636363636,0.5481770833333334
resnet152,4,Edema,0.7702020202020202,0.5226130653266332
resnet152,4,Effusion,0.8315602836879432,0.661578947368421
resnet152,4,Emphysema,0.6564102564102564,0.5784615384615385
resnet152,4,Fibrosis,0.5631180919139034,0.645983645983646
resnet152,4,Hernia,,0.41793570219966153
resnet152,4,Infiltration,0.6627777777777778,0.5245871892578479
resnet152,4,Mass,0.6435786435786435,0.5963541666666667
resnet152,4,Nodule,0.4552183567727609,0.39575457981971496
resnet152,4,Pleural_Thickening,0.5988156920799408,0.5247252747252746
resnet152,4,Pneumonia,0.5050505050505051,0.4967447916666667
resnet152,4,Pneumothorax,0.6641414141414141,0.8150510204081632
efficientnet_b7,4,Atelectasis,0.5614973262032086,0.5727587124235168
efficientnet_b7,4,Cardiomegaly,0.6057894736842104,0.6376853736551323
efficientnet_b7,4,Consolidation,0.6060606060606061,0.5455729166666667
efficientnet_b7,4,Edema,0.7803030303030304,0.6934673366834171
efficientnet_b7,4,Effusion,0.6963652482269503,0.6847368421052631
efficientnet_b7,4,Emphysema,0.5723076923076923,0.4984615384615385
efficientnet_b7,4,Fibrosis,0.3717277486910995,0.6123136123136124
efficientnet_b7,4,Hernia,,0.8494077834179357
efficientnet_b7,4,Infiltration,0.5644444444444444,0.5002721829069134
efficientnet_b7,4,Mass,0.6796536796536796,0.5670572916666666
efficientnet_b7,4,Nodule,0.5048112509252405,0.36289619075312596
efficientnet_b7,4,Pleural_Thickening,0.4722427831236121,0.4908424908424909
efficientnet_b7,4,Pneumonia,0.8333333333333333,0.5397135416666667
efficientnet_b7,4,Pneumothorax,0.654040404040404,0.4642857142857143
efficientnet_b7,5,Atelectasis,0.6565199506375977,0.6722532588454375
efficientnet_b7,5,Cardiomegaly,0.641578947368421,0.6373945914510032
efficientnet_b7,5,Consolidation,0.8358585858585859,0.6061197916666667
efficientnet_b7,5,Edema,0.4595959595959596,0.1758793969849246
efficientnet_b7,5,Effusion,0.7012411347517731,0.6189473684210526
efficientnet_b7,5,Emphysema,0.6123076923076923,0.3035897435897436
efficientnet_b7,5,Fibrosis,0.48516579406631766,0.5772005772005773
efficientnet_b7,5,Hernia,,0.5786802030456852
efficientnet_b7,5,Infiltration,0.5197222222222222,0.5392850662311739
efficientnet_b7,5,Mass,0.70995670995671,0.6477864583333334
efficientnet_b7,5,Nodule,0.4337527757216876,0.4492585053794707
efficientnet_b7,5,Pleural_Thickening,0.49592894152479644,0.5637973137973138
efficientnet_b7,5,Pneumonia,0.6111111111111112,0.6204427083333334
efficientnet_b7,5,Pneumothorax,0.8080808080808081,0.6020408163265306
resnet152,5,Atelectasis,0.5545043192102016,0.6653365256717212
resnet152,5,Cardiomegaly,0.7036842105263158,0.6298342541436464
resnet152,5,Consolidation,0.702020202020202,0.5501302083333334
resnet152,5,Edema,0.6868686868686869,0.31658291457286436
resnet152,5,Effusion,0.8430851063829787,0.6505263157894736
resnet152,5,Emphysema,0.39692307692307693,0.8605128205128205
resnet152,5,Fibrosis,0.498545666084933,0.5690235690235691
resnet152,5,Hernia,,0.7309644670050761
resnet152,5,Infiltration,0.6241666666666666,0.5443658138268916
resnet152,5,Mass,0.74987974987975,0.7018229166666666
resnet152,5,Nodule,0.5655070318282753,0.5405641174760105
resnet152,5,Pleural_Thickening,0.6476683937823834,0.5076312576312576
resnet152,5,Pneumonia,0.3787878787878788,0.49674479166666663
resnet152,5,Pneumothorax,0.9065656565656566,0.8558673469387755
resnext101_32x8d,1,Atelectasis,0.6059234882764295,0.6485767491354083
resnext101_32x8d,1,Cardiomegaly,0.7463157894736843,0.66123873218959
resnext101_32x8d,1,Consolidation,0.8888888888888888,0.599609375
resnext101_32x8d,1,Edema,0.8156565656565656,0.3065326633165829
resnext101_32x8d,1,Effusion,0.7065602836879432,0.5631578947368421
resnext101_32x8d,1,Emphysema,0.441025641025641,0.29743589743589743
resnext101_32x8d,1,Fibrosis,0.38859802210587546,0.6151996151996152
resnext101_32x8d,1,Hernia,,0.7309644670050761
resnext101_32x8d,1,Infiltration,0.5266666666666666,0.49392124841226637
resnext101_32x8d,1,Mass,0.6382876382876382,0.5240885416666666
resnext101_32x8d,1,Nodule,0.32420429311621024,0.5015993021227101
resnext101_32x8d,1,Pleural_Thickening,0.61880088823094,0.5180097680097681
resnext101_32x8d,1,Pneumonia,0.5934343434343434,0.5240885416666667
resnext101_32x8d,1,Pneumothorax,0.39646464646464646,0.645408163265306
resnext101_32x8d,2,Atelectasis,0.6125051419169067,0.6097366320830008
resnext101_32x8d,2,Cardiomegaly,0.7047368421052632,0.6461180575748764
resnext101_32x8d,2,Consolidation,0.952020202020202,0.5364583333333333
resnext101_32x8d,2,Edema,0.6893939393939394,0.3517587939698492
resnext101_32x8d,2,Effusion,0.7894503546099292,0.6173684210526317
resnext101_32x8d,2,Emphysema,0.34974358974358977,0.52
resnext101_32x8d,2,Fibrosis,0.5759162303664922,0.6281866281866282
resnext101_32x8d,2,Hernia,,0.6598984771573604
resnext101_32x8d,2,Infiltration,0.5802777777777778,0.618399564507349
resnext101_32x8d,2,Mass,0.6421356421356422,0.7311197916666667
resnext101_32x8d,2,Nodule,0.42635085122131755,0.44809537656295434
resnext101_32x8d,2,Pleural_Thickening,0.6336047372316802,0.43589743589743585
resnext101_32x8d,2,Pneumonia,0.5126262626262627,0.5247395833333333
resnext101_32x8d,2,Pneumothorax,0.45202020202020204,0.7346938775510204
resnext101_32x8d,3,Atelectasis,0.5989304812834225,0.6887470071827613
resnext101_32x8d,3,Cardiomegaly,0.7552631578947369,0.6592032567606863
resnext101_32x8d,3,Consolidation,0.8813131313131313,0.43815104166666663
resnext101_32x8d,3,Edema,0.3888888888888889,0.16080402010050254
resnext101_32x8d,3,Effusion,0.6719858156028369,0.6236842105263158
resnext101_32x8d,3,Emphysema,0.4030769230769231,0.6912820512820512
resnext101_32x8d,3,Fibrosis,0.4950552646887726,0.5656565656565657
resnext101_32x8d,3,Hernia,,0.8071065989847716
resnext101_32x8d,3,Infiltration,0.5877777777777778,0.5853747051351842
resnext101_32x8d,3,Mass,0.48725348725348727,0.34309895833333337
resnext101_32x8d,3,Nodule,0.40044411547002223,0.4553649316661821
resnext101_32x8d,3,Pleural_Thickening,0.4278312361213915,0.4804639804639804
resnext101_32x8d,3,Pneumonia,0.36363636363636365,0.49609375000000006
resnext101_32x8d,3,Pneumothorax,0.41161616161616166,0.24617346938775508
resnext101_32x8d,4,Atelectasis,0.560263266145619,0.6052141527001862
resnext101_32x8d,4,Cardiomegaly,0.5389473684210526,0.6344867694097122
resnext101_32x8d,4,Consolidation,0.5505050505050505,0.6002604166666667
resnext101_32x8d,4,Edema,0.47222222222222227,0.5577889447236181
resnext101_32x8d,4,Effusion,0.7531028368794326,0.6984210526315789
resnext101_32x8d,4,Emphysema,0.5682051282051281,0.47692307692307695
resnext101_32x8d,4,Fibrosis,0.41070389761489234,0.6676286676286677
resnext101_32x8d,4,Hernia,,0.6379018612521151
resnext101_32x8d,4,Infiltration,0.6202777777777778,0.517691888949374
resnext101_32x8d,4,Mass,0.6964886964886965,0.5149739583333334
resnext101_32x8d,4,Nodule,0.4152479644707624,0.5731317243384705
resnext101_32x8d,4,Pleural_Thickening,0.4959289415247964,0.5347985347985348
resnext101_32x8d,4,Pneumonia,0.5833333333333333,0.6497395833333333
resnext101_32x8d,4,Pneumothorax,0.5808080808080808,0.5676020408163265
resnext101_32x8d,5,Atelectasis,0.6692719045660223,0.6315509444001065
resnext101_32x8d,5,Cardiomegaly,0.8094736842105263,0.7917999418435592
resnext101_32x8d,5,Consolidation,0.898989898989899,0.6536458333333334
resnext101_32x8d,5,Edema,0.6161616161616161,0.7487437185929648
resnext101_32x8d,5,Effusion,0.6773049645390071,0.6405263157894737
resnext101_32x8d,5,Emphysema,0.6348717948717949,0.42871794871794877
resnext101_32x8d,5,Fibrosis,0.5922047702152413,0.6373256373256373
resnext101_32x8d,5,Hernia,,0.6040609137055838
resnext101_32x8d,5,Infiltration,0.6372222222222222,0.578116494284159
resnext101_32x8d,5,Mass,0.6873496873496874,0.6093749999999999
resnext101_32x8d,5,Nodule,0.4374537379718727,0.5059610351846466
resnext101_32x8d,5,Pleural_Thickening,0.5070318282753516,0.4853479853479854
resnext101_32x8d,5,Pneumonia,0.6414141414141414,0.49544270833333337
resnext101_32x8d,5,Pneumothorax,0.76010101010101,0.6556122448979592
convnext_base,1,Atelectasis,0.4956807897984369,0.5339185953711093
convnext_base,1,Cardiomegaly,0.6205263157894737,0.6088979354463506
convnext_base,1,Consolidation,0.5126262626262627,0.529296875
convnext_base,1,Edema,0.23232323232323232,0.25125628140703515
convnext_base,1,Effusion,0.7632978723404255,0.7368421052631579
convnext_base,1,Emphysema,0.602051282051282,0.37743589743589745
convnext_base,1,Fibrosis,0.47876672484002325,0.47811447811447816
convnext_base,1,Hernia,,0.31472081218274106
convnext_base,1,Infiltration,0.6586111111111111,0.5557067682816186
convnext_base,1,Mass,0.39201539201539204,0.4817708333333333
convnext_base,1,Nodule,0.5832716506291635,0.5373655132305901
convnext_base,1,Pleural_Thickening,0.3900814211695041,0.6105006105006106
convnext_base,1,Pneumonia,0.6464646464646464,0.4440104166666667
convnext_base,1,Pneumothorax,0.49747474747474746,0.6798469387755102
convnext_base,2,Atelectasis,0.5088440970793913,0.5639797818568769
convnext_base,2,Cardiomegaly,0.6189473684210527,0.7403314917127072
convnext_base,2,Consolidation,0.4494949494949495,0.30338541666666663
convnext_base,2,Edema,0.20707070707070707,0.20100502512562812
convnext_base,2,Effusion,0.8085106382978724,0.5052631578947369
convnext_base,2,Emphysema,0.5620512820512821,0.46153846153846156
convnext_base,2,Fibrosis,0.5642815590459569,0.758056758056758
convnext_base,2,Hernia,,0.3942470389170897
convnext_base,2,Infiltration,0.6419444444444444,0.5786608600979859
convnext_base,2,Mass,0.3121693121693122,0.33072916666666663
convnext_base,2,Nodule,0.5669874167283493,0.4245420180284966
convnext_base,2,Pleural_Thickening,0.3960029607698001,0.5886752136752137
convnext_base,2,Pneumonia,0.3434343434343434,0.4720052083333333
convnext_base,2,Pneumothorax,0.3787878787878788,0.44387755102040816
convnext_base,5,Atelectasis,0.544220485396956,0.5794094173982441
convnext_base,5,Cardiomegaly,0.7594736842105263,0.7365513230590288
convnext_base,5,Consolidation,0.8434343434343434,0.5162760416666667
convnext_base,5,Edema,0.6893939393939394,0.9095477386934674
convnext_base,5,Effusion,0.7189716312056738,0.48473684210526313
convnext_base,5,Emphysema,0.5784615384615385,0.38769230769230756
convnext_base,5,Fibrosis,0.45433391506689935,0.721019721019721
convnext_base,5,Hernia,,0.6565143824027073
convnext_base,5,Infiltration,0.6477777777777778,0.6058791507893305
convnext_base,5,Mass,0.5444925444925446,0.5071614583333334
convnext_base,5,Nodule,0.5521835677276092,0.5879616167490549
convnext_base,5,Pleural_Thickening,0.45743893412287195,0.5051892551892552
convnext_base,5,Pneumonia,0.7727272727272727,0.2955729166666667
convnext_base,5,Pneumothorax,0.23989898989898994,0.28061224489795916
convnext_large,1,Atelectasis,0.47799259563965446,0.5865921787709497
convnext_large,1,Cardiomegaly,0.6747368421052631,0.7004943297470194
convnext_large,1,Consolidation,0.744949494949495,0.5084635416666667
convnext_large,1,Edema,0.8131313131313131,0.6783919597989949
convnext_large,1,Effusion,0.7265070921985815,0.6621052631578948
convnext_large,1,Emphysema,0.5866666666666667,0.5743589743589743
convnext_large,1,Fibrosis,0.506108202443281,0.7715247715247716
convnext_large,1,Hernia,,0.8121827411167513
convnext_large,1,Infiltration,0.6369444444444445,0.5915441843585557
convnext_large,1,Mass,0.5084175084175084,0.46614583333333337
convnext_large,1,Nodule,0.5070318282753516,0.47339342832218667
convnext_large,1,Pleural_Thickening,0.7150259067357514,0.4542124542124542
convnext_large,1,Pneumonia,0.38131313131313127,0.5852864583333334
convnext_large,1,Pneumothorax,0.4722222222222222,0.47193877551020413
convnext_large,2,Atelectasis,0.5853558206499383,0.5980313913274806
convnext_large,2,Cardiomegaly,0.6684210526315789,0.6621110788019773
convnext_large,2,Consolidation,0.744949494949495,0.5592447916666667
convnext_large,2,Edema,0.7878787878787878,0.37688442211055273
convnext_large,2,Effusion,0.7393617021276595,0.6752631578947368
convnext_large,2,Emphysema,0.6082051282051282,0.43692307692307697
convnext_large,2,Fibrosis,0.5706806282722513,0.60990860990861
convnext_large,2,Hernia,,0.6040609137055837
convnext_large,2,Infiltration,0.7186111111111111,0.5616040645980767
convnext_large,2,Mass,0.6368446368446369,0.45442708333333337
convnext_large,2,Nodule,0.6247224278312361,0.44693224774643786
convnext_large,2,Pleural_Thickening,0.4011843079200592,0.5222832722832723
convnext_large,2,Pneumonia,0.3409090909090909,0.6595052083333334
convnext_large,2,Pneumothorax,0.8181818181818181,0.7589285714285714
convnext_large,3,Atelectasis,0.5322912381735911,0.6158552806597499
convnext_large,3,Cardiomegaly,0.7457894736842106,0.7787147426577493
convnext_large,3,Consolidation,0.7323232323232323,0.6510416666666666
convnext_large,3,Edema,0.8585858585858586,0.7487437185929648
convnext_large,3,Effusion,0.8058510638297872,0.661578947368421
convnext_large,3,Emphysema,0.558974358974359,0.36102564102564105
convnext_large,3,Fibrosis,0.41012216404886565,0.5233285233285233
convnext_large,3,Hernia,,0.8138747884940779
convnext_large,3,Infiltration,0.6119444444444445,0.6234803121030666
convnext_large,3,Mass,0.5531505531505532,0.501953125
convnext_large,3,Nodule,0.5085122131754256,0.49462052922361144
convnext_large,3,Pleural_Thickening,0.5536639526276832,0.40415140415140416
convnext_large,3,Pneumonia,0.494949494949495,0.43684895833333337
convnext_large,3,Pneumothorax,0.5858585858585859,0.3762755102040816
convnext_large,4,Atelectasis,0.5886466474701769,0.6376695929768555
convnext_large,4,Cardiomegaly,0.7678947368421053,0.7391683628961907
convnext_large,4,Consolidation,0.7954545454545454,0.5755208333333333
convnext_large,4,Edema,0.5757575757575757,0.7336683417085428
convnext_large,4,Effusion,0.7362588652482269,0.5636842105263158
convnext_large,4,Emphysema,0.5907692307692307,0.14974358974358976
convnext_large,4,Fibrosis,0.45200698080279234,0.6301106301106301
convnext_large,4,Hernia,,0.673434856175973
convnext_large,4,Infiltration,0.6527777777777778,0.5561604064598076
convnext_large,4,Mass,0.5425685425685427,0.5234375
convnext_large,4,Nodule,0.5521835677276092,0.441988950276243
convnext_large,4,Pleural_Thickening,0.5077720207253886,0.4755799755799756
