Model,Run,Pathology,Validation AUC,Test AUC
alexnet,2,Nodule,0.48186528497409326,0.42919453329456236
alexnet,2,Pleural_Thickening,0.5284974093264249,0.5552503052503053
alexnet,2,Pneumonia,0.5580808080808081,0.3567708333333333
alexnet,2,Pneumothorax,0.5934343434343434,0.3469387755102041
vgg19,5,Atelectasis,0.36610448375154264,0.48257515296621445
vgg19,5,Cardiomegaly,0.5715789473684211,0.46466996219831347
vgg19,5,Consolidation,0.2398989898989899,0.529296875
vgg19,5,Edema,0.3005050505050505,0.06030150753768848
vgg19,5,Effusion,0.4445921985815603,0.5715789473684211
vgg19,5,Emphysema,0.38051282051282054,0.6779487179487179
vgg19,5,Fibrosis,0.4613147178592205,0.6320346320346321
vgg19,5,Hernia,,0.4670050761421319
vgg19,5,Infiltration,0.44083333333333335,0.4516421702050445
vgg19,5,Mass,0.5170755170755171,0.607421875
vgg19,5,Nodule,0.5025906735751295,0.4576911892992149
vgg19,5,Pleural_Thickening,0.3382679496669134,0.4926739926739927
vgg19,5,Pneumonia,0.297979797979798,0.470703125
vgg19,5,Pneumothorax,0.601010101010101,0.7946428571428572
alexnet,3,Atelectasis,0.4903331962155492,0.4852354349561053
alexnet,3,Cardiomegaly,0.4826315789473684,0.46757778423960455
alexnet,3,Consolidation,0.8156565656565656,0.46744791666666663
alexnet,3,Edema,0.7424242424242424,0.5577889447236181
alexnet,3,Effusion,0.6041666666666665,0.6594736842105263
alexnet,3,Emphysema,0.4441025641025641,0.6892307692307693
alexnet,3,Fibrosis,0.4874927283304247,0.30928330928330927
alexnet,3,Hernia,,0.4839255499153976
alexnet,3,Infiltration,0.5713888888888888,0.6027944111776448
alexnet,3,Mass,0.4660894660894661,0.4479166666666667
alexnet,3,Nodule,0.5188749074759438,0.4719395173015411
alexnet,3,Pleural_Thickening,0.5647668393782384,0.4630647130647131
alexnet,3,Pneumonia,0.07070707070707072,0.6380208333333334
alexnet,3,Pneumothorax,0.6085858585858586,0.5586734693877551
alexnet,4,Atelectasis,0.5368161250514192,0.5972333067305133
alexnet,4,Cardiomegaly,0.7247368421052631,0.6269264321023554
alexnet,4,Consolidation,0.6767676767676768,0.36197916666666663
alexnet,4,Edema,0.30808080808080807,0.6532663316582914
alexnet,4,Effusion,0.5177304964539008,0.3931578947368421
alexnet,4,Emphysema,0.5384615384615384,0.5035897435897436
alexnet,4,Fibrosis,0.4857475276323444,0.43482443482443484
alexnet,4,Hernia,,0.49576988155668356
alexnet,4,Infiltration,0.6013888888888889,0.6196697514062783
alexnet,4,Mass,0.4237614237614238,0.47200520833333337
alexnet,4,Nodule,0.4130273871206514,0.4946205292236115
alexnet,4,Pleural_Thickening,0.4907475943745374,0.4993894993894994
alexnet,4,Pneumonia,0.3484848484848485,0.36263020833333337
alexnet,4,Pneumothorax,0.5252525252525253,0.5191326530612245
alexnet,5,Atelectasis,0.48745372274784043,0.5937749401436552
alexnet,5,Cardiomegaly,0.5268421052631579,0.42599592904914224
alexnet,5,Consolidation,0.648989898989899,0.2942708333333333
alexnet,5,Edema,0.12121212121212116,0.11055276381909551
alexnet,5,Effusion,0.5177304964539007,0.42105263157894735
alexnet,5,Emphysema,0.47794871794871796,0.3005128205128205
alexnet,5,Fibrosis,0.537521815008726,0.5242905242905244
alexnet,5,Hernia,,0.6277495769881556
alexnet,5,Infiltration,0.5566666666666668,0.5325712211939757
alexnet,5,Mass,0.4025974025974026,0.46875
alexnet,5,Nodule,0.4744633604737232,0.3771445187554522
alexnet,5,Pleural_Thickening,0.48186528497409326,0.49694749694749696
alexnet,5,Pneumonia,0.44191919191919193,0.48632812499999994
alexnet,5,Pneumothorax,0.5833333333333333,0.3227040816326531
convnext_base,3,Atelectasis,0.5499794323323736,0.575685022612397
convnext_base,3,Cardiomegaly,0.5721052631578948,0.5213724920034895
convnext_base,3,Consolidation,0.7424242424242424,0.41210937500000006
convnext_base,3,Edema,0.49242424242424243,0.6482412060301508
convnext_base,3,Effusion,0.7668439716312058,0.6689473684210526
convnext_base,3,Emphysema,0.6225641025641026,0.321025641025641
convnext_base,3,Fibrosis,0.4537521815008726,0.5478595478595479
convnext_base,3,Hernia,,0.42639593908629436
convnext_base,3,Infiltration,0.6677777777777778,0.5891852658319725
convnext_base,3,Mass,0.33381433381433384,0.2805989583333333
convnext_base,3,Nodule,0.48556624722427827,0.4315207909275952
convnext_base,3,Pleural_Thickening,0.4485566247224278,0.5680708180708182
convnext_base,3,Pneumonia,0.4292929292929293,0.40657552083333337
convnext_base,3,Pneumothorax,0.4696969696969697,0.22066326530612243
convnext_base,1,Atelectasis,0.6219662690250927,0.5820696993881351
convnext_base,1,Cardiomegaly,0.5752631578947369,0.5763303285838907
convnext_base,1,Consolidation,0.6767676767676768,0.6315104166666666
convnext_base,1,Edema,0.8838383838383839,0.5025125628140703
convnext_base,1,Effusion,0.538563829787234,0.4978947368421053
convnext_base,1,Emphysema,0.6266666666666667,0.34153846153846157
convnext_base,1,Fibrosis,0.47178592204770214,0.6758056758056759
convnext_base,1,Hernia,,0.4314720812182741
convnext_base,1,Infiltration,0.6819444444444445,0.5610596987842497
convnext_base,1,Mass,0.39249639249639257,0.4654947916666667
convnext_base,1,Nodule,0.5795706883789785,0.49142192497819126
convnext_base,1,Pleural_Thickening,0.5011102886750555,0.4215506715506715
convnext_base,1,Pneumonia,0.22222222222222227,0.6770833333333333
convnext_base,1,Pneumothorax,0.42424242424242425,0.28316326530612246
convnext_base,2,Atelectasis,0.5985191279308926,0.5546687948922586
convnext_base,2,Cardiomegaly,0.6726315789473685,0.7025298051759232
convnext_base,2,Consolidation,0.7878787878787878,0.6393229166666666
convnext_base,2,Edema,0.7272727272727273,0.8442211055276381
convnext_base,2,Effusion,0.7052304964539007,0.6605263157894736
convnext_base,2,Emphysema,0.5569230769230769,0.3025641025641026
convnext_base,2,Fibrosis,0.4447353112274578,0.569023569023569
convnext_base,2,Hernia,,0.6074450084602369
convnext_base,2,Infiltration,0.6661111111111111,0.6080566140446381
convnext_base,2,Mass,0.4131794131794132,0.56640625
convnext_base,2,Nodule,0.5122131754256107,0.474265774934574
convnext_base,2,Pleural_Thickening,0.5270170244263508,0.47710622710622713
convnext_base,2,Pneumonia,0.7979797979797979,0.638671875
convnext_base,2,Pneumothorax,0.4444444444444444,0.30484693877551017
convnext_base,4,Atelectasis,0.5487453722747841,0.5860601223729716
convnext_base,4,Cardiomegaly,0.7647368421052632,0.7772608316371038
convnext_base,4,Consolidation,0.8383838383838383,0.6165364583333334
convnext_base,4,Edema,0.6843434343434343,0.6582914572864322
convnext_base,4,Effusion,0.7415780141843972,0.6631578947368422
convnext_base,4,Emphysema,0.5897435897435898,0.48410256410256414
convnext_base,4,Fibrosis,0.36998254799301916,0.42809042809042813
convnext_base,4,Hernia,,0.7360406091370557
convnext_base,4,Infiltration,0.6572222222222223,0.5911812738160044
convnext_base,4,Mass,0.5007215007215008,0.455078125
convnext_base,4,Nodule,0.5114729829755736,0.47135795289328286
convnext_base,4,Pleural_Thickening,0.4137675795706883,0.39010989010989017
convnext_base,4,Pneumonia,0.8131313131313131,0.5533854166666666
convnext_base,4,Pneumothorax,0.696969696969697,0.7410714285714285
convnext_base,3,Atelectasis,0.5055532702591525,0.5847299813780261
convnext_base,3,Cardiomegaly,0.601578947368421,0.625763303285839
convnext_base,3,Consolidation,0.7222222222222223,0.6295572916666667
convnext_base,3,Edema,0.30808080808080807,0.3869346733668342
convnext_base,3,Effusion,0.7047872340425532,0.491578947368421
convnext_base,3,Emphysema,0.5312820512820513,0.4553846153846154
convnext_base,3,Fibrosis,0.42524723676556136,0.5925925925925926
convnext_base,3,Hernia,,0.6311336717428089
convnext_base,3,Infiltration,0.668611111111111,0.5764833968426782
convnext_base,3,Mass,0.5733525733525734,0.6015625
convnext_base,3,Nodule,0.622501850481125,0.515266065716778
convnext_base,3,Pleural_Thickening,0.46484085862324204,0.5167887667887668
convnext_base,3,Pneumonia,0.16161616161616166,0.4420572916666667
convnext_base,3,Pneumothorax,0.5782828282828283,0.5956632653061225
convnext_base,5,Atelectasis,0.5285890580008228,0.5919127427507316
convnext_base,5,Cardiomegaly,0.6042105263157895,0.6155859261413201
convnext_base,5,Consolidation,0.7146464646464646,0.6373697916666667
convnext_base,5,Edema,0.8737373737373737,0.8844221105527639
convnext_base,5,Effusion,0.7832446808510637,0.5931578947368421
convnext_base,5,Emphysema,0.5261538461538462,0.4153846153846154
convnext_base,5,Fibrosis,0.4432809773123909,0.697931697931698
convnext_base,5,Hernia,,0.703891708967851
convnext_base,5,Infiltration,0.6627777777777778,0.5603338776991471
convnext_base,5,Mass,0.2746512746512747,0.38151041666666663
convnext_base,5,Nodule,0.3597335307179867,0.6048269845885431
convnext_base,5,Pleural_Thickening,0.5144337527757217,0.5857753357753358
convnext_base,5,Pneumonia,0.3560606060606061,0.6666666666666666
convnext_base,5,Pneumothorax,0.648989898989899,0.5994897959183674
convnext_large,1,Atelectasis,0.590703414232826,0.5913806863527533
convnext_large,1,Cardiomegaly,0.7310526315789474,0.7211398662401861
convnext_large,1,Consolidation,0.7196969696969697,0.5944010416666667
convnext_large,1,Edema,0.24747474747474746,0.6130653266331658
convnext_large,1,Effusion,0.7331560283687943,0.6031578947368421
convnext_large,1,Emphysema,0.6082051282051282,0.3558974358974359
convnext_large,1,Fibrosis,0.4706224549156486,0.7628667628667629
convnext_large,1,Hernia,,0.49238578680203043
convnext_large,1,Infiltration,0.6925,0.5808383233532934
convnext_large,1,Mass,0.33670033670033667,0.34440104166666663
convnext_large,1,Nodule,0.5936343449296817,0.41145681884268687
convnext_large,1,Pleural_Thickening,0.4892672094744633,0.5057997557997558
convnext_large,1,Pneumonia,0.8005050505050505,0.3971354166666667
convnext_large,1,Pneumothorax,0.48232323232323226,0.40178571428571425
convnext_large,2,Atelectasis,0.597696421225833,0.6424581005586593
convnext_large,2,Cardiomegaly,0.6878947368421053,0.685664437336435
convnext_large,2,Consolidation,0.7727272727272728,0.5872395833333333
convnext_large,2,Edema,0.7373737373737373,0.7989949748743719
convnext_large,2,Effusion,0.7331560283687943,0.5263157894736843
convnext_large,2,Emphysema,0.6502564102564103,0.31076923076923074
convnext_large,2,Fibrosis,0.44269924374636416,0.5603655603655604
convnext_large,2,Hernia,,0.7631133671742808
convnext_large,2,Infiltration,0.6788888888888889,0.5848303393213573
convnext_large,2,Mass,0.4083694083694084,0.40234375
convnext_large,2,Nodule,0.542561065877128,0.3887758069206165
convnext_large,2,Pleural_Thickening,0.5144337527757217,0.5470085470085471
convnext_large,2,Pneumonia,0.8636363636363636,0.25390625
convnext_large,2,Pneumothorax,0.6843434343434344,0.302295918367347
convnext_large,3,Atelectasis,0.5952283011106541,0.5969672785315243
convnext_large,3,Cardiomegaly,0.7047368421052632,0.7697004943297471
convnext_large,3,Consolidation,0.6843434343434344,0.6953125
convnext_large,3,Edema,0.8308080808080808,0.8743718592964824
convnext_large,3,Effusion,0.7836879432624113,0.6336842105263157
convnext_large,3,Emphysema,0.5958974358974358,0.2369230769230769
convnext_large,3,Fibrosis,0.4869109947643979,0.48436748436748445
convnext_large,3,Hernia,,0.8003384094754653
convnext_large,3,Infiltration,0.6525000000000001,0.6004354926510616
convnext_large,3,Mass,0.4983164983164983,0.5266927083333334
convnext_large,3,Nodule,0.5573649148778682,0.3727827856935156
convnext_large,3,Pleural_Thickening,0.5817912657290896,0.4587912087912088
convnext_large,3,Pneumonia,0.6111111111111112,0.5201822916666666
convnext_large,3,Pneumothorax,0.6186868686868687,0.6785714285714286
convnext_large,4,Atelectasis,0.4796380090497738,0.6344772545889863
convnext_large,4,Cardiomegaly,0.7747368421052632,0.7304448967723175
convnext_large,4,Consolidation,0.7777777777777778,0.5690104166666667
convnext_large,4,Edema,0.6944444444444445,0.728643216080402
convnext_large,4,Effusion,0.6906028368794326,0.7152631578947368
convnext_large,4,Emphysema,0.4851282051282051,0.2882051282051282
convnext_large,4,Fibrosis,0.45549738219895286,0.607022607022607
convnext_large,4,Hernia,,0.7351945854483926
convnext_large,4,Infiltration,0.6208333333333333,0.5998911268372346
convnext_large,4,Mass,0.622895622895623,0.44596354166666663
convnext_large,4,Nodule,0.544041450777202,0.4155277697004943
convnext_large,4,Pleural_Thickening,0.46262028127313104,0.43956043956043955
convnext_large,4,Pneumonia,0.4065656565656566,0.5748697916666667
convnext_large,4,Pneumothorax,0.6843434343434343,0.659438775510204
vit_b_16,1,Atelectasis,0.3805018510900864,0.40835328544825744
vit_b_16,1,Cardiomegaly,0.5368421052631579,0.5457981971503345
vit_b_16,1,Consolidation,0.6111111111111112,0.4889322916666667
vit_b_16,1,Edema,0.5378787878787878,0.11055276381909551
vit_b_16,1,Effusion,0.5168439716312057,0.5047368421052632
vit_b_16,1,Emphysema,0.6338461538461538,0.3333333333333333
vit_b_16,1,Fibrosis,0.5386852821407795,0.37902837902837905
vit_b_16,1,Hernia,,0.5617597292724196
vit_b_16,1,Infiltration,0.6794444444444444,0.54817637452368
vit_b_16,1,Mass,0.37421837421837423,0.34830729166666663
vit_b_16,1,Nodule,0.5499629903774982,0.5457981971503344
vit_b_16,1,Pleural_Thickening,0.5314581791265729,0.5604395604395604
vit_b_16,1,Pneumonia,0.6161616161616161,0.5345052083333334
vit_b_16,1,Pneumothorax,0.46212121212121215,0.19642857142857142
vit_b_16,2,Atelectasis,0.41423282599753186,0.4687416866187816
vit_b_16,2,Cardiomegaly,0.5273684210526316,0.5545216632742076
vit_b_16,2,Consolidation,0.6237373737373738,0.6178385416666666
vit_b_16,2,Edema,0.8737373737373737,0.3015075376884422
vit_b_16,2,Effusion,0.41046099290780136,0.48578947368421055
vit_b_16,2,Emphysema,0.6102564102564103,0.3261538461538461
vit_b_16,2,Fibrosis,0.5494473531122746,0.3655603655603656
vit_b_16,2,Hernia,,0.4196277495769881
vit_b_16,2,Infiltration,0.6730555555555556,0.5538014879332245
vit_b_16,2,Mass,0.2765752765752766,0.3346354166666667
vit_b_16,2,Nodule,0.5581051073279053,0.5405641174760105
vit_b_16,2,Pleural_Thickening,0.5129533678756476,0.5772283272283273
vit_b_16,2,Pneumonia,0.1994949494949495,0.6790364583333334
vit_b_16,2,Pneumothorax,0.4671717171717172,0.14668367346938774
convnext_large,5,Atelectasis,0.6392431098313451,0.6251662676243681
convnext_large,5,Cardiomegaly,0.7305263157894737,0.7199767374236696
convnext_large,5,Consolidation,0.75,0.5657552083333333
convnext_large,5,Edema,0.6212121212121212,0.8090452261306533
convnext_large,5,Effusion,0.6990248226950354,0.5636842105263158
convnext_large,5,Emphysema,0.5938461538461539,0.28205128205128205
convnext_large,5,Fibrosis,0.47062245491564864,0.7022607022607024
convnext_large,5,Hernia,,0.6598984771573604
convnext_large,5,Infiltration,0.6225,0.5909998185447287
convnext_large,5,Mass,0.5247715247715248,0.529296875
convnext_large,5,Nodule,0.4559585492227979,0.4704856062808956
convnext_large,5,Pleural_Thickening,0.5906735751295337,0.5705128205128205
convnext_large,5,Pneumonia,0.8409090909090909,0.3046875
convnext_large,5,Pneumothorax,0.5050505050505051,0.44642857142857145
vit_b_16,3,Atelectasis,0.41834635952283006,0.4679436020218143
vit_b_16,3,Cardiomegaly,0.5326315789473683,0.5463797615585926
vit_b_16,3,Consolidation,0.6313131313131313,0.6171875
vit_b_16,3,Edema,0.898989898989899,0.35678391959798994
vit_b_16,3,Effusion,0.6312056737588653,0.6573684210526316
vit_b_16,3,Emphysema,0.6328205128205129,0.3282051282051282
vit_b_16,3,Fibrosis,0.5916230366492147,0.4708994708994709
vit_b_16,3,Hernia,,0.560067681895093
vit_b_16,3,Infiltration,0.6924999999999999,0.5648702594810379
vit_b_16,3,Mass,0.25781625781625783,0.4140625
vit_b_16,3,Nodule,0.535899333826795,0.5187554521663273
vit_b_16,3,Pleural_Thickening,0.44189489267209475,0.5744810744810745
vit_b_16,3,Pneumonia,0.3484848484848485,0.55859375
vit_b_16,3,Pneumothorax,0.08080808080808077,0.37244897959183676
vit_b_16,4,Atelectasis,0.42533936651583715,0.4743282787975525
vit_b_16,4,Cardiomegaly,0.5394736842105263,0.5492875835998836
vit_b_16,4,Consolidation,0.6313131313131313,0.6009114583333334
vit_b_16,4,Edema,0.7954545454545454,0.40201005025125625
vit_b_16,4,Effusion,0.3949468085106383,0.37421052631578944
vit_b_16,4,Emphysema,0.6317948717948718,0.3364102564102564
vit_b_16,4,Fibrosis,0.5677719604421175,0.4766714766714767
vit_b_16,4,Hernia,,0.5939086294416244
vit_b_16,4,Infiltration,0.6799999999999999,0.5508982035928144
vit_b_16,4,Mass,0.38239538239538245,0.38346354166666663
vit_b_16,4,Nodule,0.4226498889711326,0.5423088107007851
vit_b_16,4,Pleural_Thickening,0.47668393782383417,0.572039072039072
vit_b_16,4,Pneumonia,0.16919191919191917,0.6927083333333334
vit_b_16,4,Pneumothorax,0.48484848484848486,0.125
vit_b_16,5,Atelectasis,0.42451665981077746,0.4772545889864326
vit_b_16,5,Cardiomegaly,0.53,0.5489968013957546
vit_b_16,5,Consolidation,0.6338383838383839,0.591796875
vit_b_16,5,Edema,0.851010101010101,0.4623115577889447
vit_b_16,5,Effusion,0.37632978723404253,0.35157894736842105
vit_b_16,5,Emphysema,0.6194871794871795,0.32512820512820517
vit_b_16,5,Fibrosis,0.5433391506689935,0.7166907166907167
vit_b_16,5,Hernia,,0.4856175972927242
vit_b_16,5,Infiltration,0.6733333333333333,0.5530756668481219
vit_b_16,5,Mass,0.6286676286676287,0.6080729166666666
vit_b_16,5,Nodule,0.5610658771280532,0.5106135504507123
vit_b_16,5,Pleural_Thickening,0.5462620281273131,0.4181929181929182
vit_b_16,5,Pneumonia,0.2651515151515152,0.6653645833333333
vit_b_16,5,Pneumothorax,0.4621212121212121,0.1683673469387755
